Gene	Gene synonym	Ensembl	Gene description	Chromosome	Position	Protein class	Evidence	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Prognostic p-value	RNA cancer category	RNA tissue category	RNA TS	RNA TS TPM	TPM max in non-specific	RNA cell line category	RNA CS	RNA CS TPM
THRA	AR7, EAR-7.1/EAR-7.2, ERBA, ERBA1, NR1A1, THRA1, THRA2, THRA3	ENSG00000126351	Thyroid hormone receptor, alpha	17	40058290-40093867	Cancer-related genes, Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors	Evidence at protein level	HPA009654, CAB023349	Uncertain		Supported	Cytosol	Renal cancer:6.05e-8 (favourable), Lung cancer:1.84e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 238.9	Expressed in all		
THRB	ERBA-BETA, ERBA2, GRTH, NR1A2, PRTH, THR1, THRB1, THRB2	ENSG00000151090	Thyroid hormone receptor beta	3	24117160-24495282	Cancer-related genes, Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors	Evidence at protein level	CAB002008, CAB002009, HPA061035	Approved		Supported	Nuclear bodies	Renal cancer:9.46e-8 (favourable)	Mixed	Mixed			cerebral cortex: 36.3	Cell line enhanced		K-562: 43.8;RT4: 28.1
TLR2	CD282, TIL4	ENSG00000137462	Toll like receptor 2	4	153701500-153705699	CD markers, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	HPA060231, HPA071546			Supported	Nucleus<br>Mitochondria	Renal cancer:1.11e-4 (unfavourable)	Expressed in all	Tissue enhanced		appendix: 52.7	bone marrow: 34.8	Cell line enhanced		RT4: 8.5;THP-1: 25.3
TLR7		ENSG00000196664	Toll like receptor 7	X	12867083-12890380	FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	HPA059613	Enhanced					Mixed	Mixed			placenta: 9.2	Group enriched	5	Daudi: 11.6;U-266/70: 12.4
TLR9	CD289	ENSG00000239732	Toll like receptor 9	3	52221080-52226163	CD markers, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level							Not detected	Tissue enhanced		lymph node: 3.0	spleen: 2.0	Group enriched	10	Daudi: 23.9;RPMI-8226: 14.8;U-698: 8.8
TNF	DIF, TNF-alpha, TNFA, TNFSF2	ENSG00000232810	Tumor necrosis factor	6	31575567-31578336	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level							Mixed	Tissue enhanced		bone marrow: 3.7	lymph node: 1.3	Group enriched	5	HDLM-2: 13.9;HMC-1: 12.0;NB-4: 27.3
TNFRSF8	CD30, D1S166E, KI-1	ENSG00000120949	TNF receptor superfamily member 8	1	12063377-12144207	Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB000016, HPA032081, HPA032082	Approved					Tissue enriched	Tissue enhanced		appendix: 4.1	adipose tissue: 3.1	Cell line enriched	22	HDLM-2: 528.2
TNFSF11	CD254, ODF, OPGL, RANKL, TRANCE	ENSG00000120659	Tumor necrosis factor superfamily member 11	13	42562736-42608013	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB009193, HPA045142	Enhanced					Mixed	Tissue enhanced		lymph node: 17.3	appendix: 6.3	Cell line enhanced		HSkMC: 1.5;NTERA-2: 3.0
TNFSF13B	BAFF, BLYS, CD257, TALL-1, TALL1, THANK, TNFSF20	ENSG00000102524	Tumor necrosis factor superfamily member 13b	13	108251240-108308484	Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Evidence at protein level	CAB009188	Enhanced				Renal cancer:2.53e-11 (unfavourable)	Expressed in all	Mixed			appendix: 35.3	Cell line enriched	9	U-937: 130.0
TNNC1	TNNC	ENSG00000114854	Troponin C1, slow skeletal and cardiac type	3	52451102-52454070	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB002450, HPA044848, HPA056897	Enhanced		Approved	Nucleoplasm<br>Actin filaments<br>Mitochondria		Mixed	Group enriched	16	heart muscle: 4938.6;skeletal muscle: 7104.7	esophagus: 383.0	Cell line enhanced		CACO-2: 53.1;EFO-21: 58.5;HSkMC: 46.0;U-2 OS: 99.1
TOP1		ENSG00000198900	Topoisomerase (DNA) I	20	41028818-41124487	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	CAB009058, HPA019039	Enhanced		Supported	Nucleus<br>Nucleoli fibrillar center	Liver cancer:6.42e-4 (unfavourable)	Expressed in all	Expressed in all			placenta: 71.7	Expressed in all		
TOP1MT		ENSG00000184428	Topoisomerase (DNA) I, mitochondrial	8	143304384-143359979	Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA001915, HPA021542	Approved		Supported	Mitochondria	Renal cancer:1.52e-7 (unfavourable)	Expressed in all	Expressed in all			testis: 41.2	Expressed in all		
TOP2A	TOP2	ENSG00000131747	Topoisomerase (DNA) II alpha	17	40388516-40417950	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB002448, HPA006458, HPA026773	Enhanced	Approved	Supported	Nucleus<br>Nucleoli	Renal cancer:0.00e+0 (unfavourable), Liver cancer:5.92e-6 (unfavourable), Pancreatic cancer:3.83e-5 (unfavourable), Lung cancer:4.99e-4 (unfavourable)	Expressed in all	Tissue enhanced		testis: 108.5	lymph node: 47.7	Expressed in all		
TOP2B		ENSG00000077097	Topoisomerase (DNA) II beta	3	25597905-25664907	Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB004601, HPA024120, HPA050441	Supported		Enhanced	Nucleus	Liver cancer:1.86e-7 (unfavourable), Renal cancer:2.43e-4 (favourable)	Expressed in all	Expressed in all			parathyroid gland: 107.4	Expressed in all		
TPH1	TPH, TPRH	ENSG00000129167	Tryptophan hydroxylase 1	11	18017564-18042426	Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	CAB010767, HPA022483	Enhanced		Uncertain	Cytosol		Mixed	Group enriched	6	colon: 8.8;duodenum: 10.2;rectum: 21.0;small intestine: 12.6;stomach: 15.5	prostate: 2.4	Mixed		
TPH2	FLJ37295, NTPH	ENSG00000139287	Tryptophan hydroxylase 2	12	71938846-72186618	Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA046274, CAB078198	Enhanced	Supported				Not detected	Tissue enhanced		cerebral cortex: 1.0	testis: 0.2	Not detected		
TPK1	HTPK1, PP20	ENSG00000196511	Thiamin pyrophosphokinase 1	7	144451941-144836395	Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA021545, HPA021849	Approved		Approved	Vesicles		Mixed	Mixed			duodenum: 14.4	Cell line enhanced		AN3-CA: 65.0;EFO-21: 19.9
TPMT		ENSG00000137364	Thiopurine S-methyltransferase	6	18128311-18155074	Enzymes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA019851	Approved				Endometrial cancer:8.45e-5 (unfavourable), Renal cancer:1.10e-4 (favourable), Ovarian cancer:1.41e-4 (favourable)	Expressed in all	Expressed in all			thyroid gland: 129.8	Expressed in all		
TPO	TPX	ENSG00000115705	Thyroid peroxidase	2	1374223-1543711	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA007987, CAB009587	Enhanced					Tissue enriched	Tissue enriched	103	thyroid gland: 1817.4	spleen: 17.6	Cell line enhanced		Karpas-707: 6.9;RPMI-8226: 2.9
TRHR		ENSG00000174417	Thyrotropin releasing hormone receptor	8	109086621-109119584	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters	Evidence at protein level	HPA055162	Supported					Not detected	Not detected			thyroid gland: 0.2	Not detected		
TRPA1	ANKTM1	ENSG00000104321	Transient receptor potential cation channel subfamily A member 1	8	72019917-72075617	Disease related genes, FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level						Colorectal cancer:6.57e-4 (favourable)	Mixed	Tissue enhanced		urinary bladder: 29.5	gallbladder: 11.4	Cell line enriched	5	HHSteC: 21.8
TRPM8		ENSG00000144481	Transient receptor potential cation channel subfamily M member 8	2	233917398-234019522	FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	Evidence at protein level						Liver cancer:7.15e-4 (favourable)	Tissue enriched	Tissue enriched	8	prostate: 127.3	liver: 16.2	Cell line enhanced		Karpas-707: 3.9;RPTEC TERT1: 6.2;SK-MEL-30: 6.6;WM-115: 5.0
TRPV1	VR1	ENSG00000196689	Transient receptor potential cation channel subfamily V member 1	17	3565444-3609411	FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Evidence at protein level							Not detected	Mixed			duodenum: 7.8	Mixed		
TRPV3	VRL3	ENSG00000167723	Transient receptor potential cation channel subfamily V member 3	17	3510502-3557995	Disease related genes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	HPA069550			Approved	Plasma membrane<br>Centrosome<br>Cytosol		Mixed	Tissue enhanced		skin: 5.1;small intestine: 4.5	duodenum: 1.7	Cell line enhanced		BEWO: 3.6;RH-30: 9.0;T-47d: 3.7
TSHR	LGR3	ENSG00000165409	Thyroid stimulating hormone receptor	14	80954989-81146302	Cancer-related genes, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	CAB000473	Approved					Tissue enriched	Tissue enriched	282	thyroid gland: 445.5	lymph node: 1.5	Cell line enhanced		MOLT-4: 18.4;SCLC-21H: 25.2;U-266/70: 7.9
TSPO	BZRP, DBI, IBP, MBR, mDRC, PBR, pk18, PKBS	ENSG00000100300	Translocator protein	22	43151514-43163242	Cancer-related genes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	CAB011232, HPA046260	Uncertain		Approved	Vesicles<br>Mitochondria<br>Cytosol	Liver cancer:1.61e-4 (unfavourable)	Expressed in all	Expressed in all			bone marrow: 300.6	Mixed		
TUBA1A	B-ALPHA-1, FLJ25113, TUBA3	ENSG00000167552	Tubulin alpha 1a	12	49184796-49189324	Cancer-related genes, Disease related genes, FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	CAB008686, HPA039247, HPA043684, HPA063394	Enhanced		Enhanced	Microtubules	Renal cancer:2.90e-4 (unfavourable)	Tissue enriched	Expressed in all			cerebral cortex: 1373.1	Expressed in all		
TUBA4A	FLJ30169, H2-ALPHA, TUBA1	ENSG00000127824	Tubulin alpha 4a	2	219249711-219278170	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB004621, CAB005887, HPA039247, HPA043684, HPA063394	Approved		Enhanced	Microtubules	Liver cancer:4.54e-6 (unfavourable)	Expressed in all	Expressed in all			skin: 181.8	Cell line enhanced		HBEC3-KT: 297.7
TUBB	M40, MGC16435, OK/SW-cl.56, Tubb5	ENSG00000196230	Tubulin beta class I	6	30720201-30725426	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB005417, CAB012406, HPA043640, HPA046280	Enhanced		Supported	Microtubules	Renal cancer:2.62e-8 (unfavourable), Liver cancer:5.97e-4 (unfavourable)	Expressed in all	Expressed in all			ovary: 72.3	Mixed		
TUBB1	dJ543J19.4	ENSG00000101162	Tubulin beta 1 class VI	20	59019254-59026654	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB004286, HPA043640, HPA046280	Approved					Not detected	Group enriched	5	bone marrow: 4.8;lung: 2.1;placenta: 1.5;spleen: 5.6;testis: 1.5	gallbladder: 0.5	Cell line enriched	20	HEL: 24.9
TUBB3	beta-4, CFEOM3, CFEOM3A, FEOM3	ENSG00000258947	Tubulin beta 3 class III	16	89921392-89938761	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA043640, HPA046280	Approved					Mixed	Tissue enriched	6	cerebral cortex: 195.6	adrenal gland: 34.5	Cell line enhanced		SCLC-21H: 490.8
TUBB4B	Beta2, TUBB2C	ENSG00000188229	Tubulin beta 4B class IVb	9	137241213-137243707	FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB010880, HPA043640, HPA046280	Enhanced		Supported	Microtubules	Thyroid cancer:6.36e-6 (favourable), Endometrial cancer:4.91e-4 (favourable), Liver cancer:9.98e-4 (unfavourable)	Expressed in all	Expressed in all			testis: 786.8	Expressed in all		
TUBD1	FLJ12709, TUBD	ENSG00000108423	Tubulin delta 1	17	59859482-59892945	FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	CAB004609, HPA023980, HPA027090	Approved		Enhanced	Nucleoplasm<br>Cytosol	Liver cancer:1.00e-5 (unfavourable), Colorectal cancer:2.04e-4 (favourable), Renal cancer:6.06e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 12.5	Expressed in all		
TUBE1	dJ142L7.2, FLJ22589, TUBE	ENSG00000074935	Tubulin epsilon 1	6	112070777-112087529	FDA approved drug targets, Predicted intracellular proteins	Evidence at protein level	HPA032073, HPA032074	Approved					Expressed in all	Expressed in all			testis: 55.3	Expressed in all		
TUBG1	TUBG, TUBGCP1	ENSG00000131462	Tubulin gamma 1	17	42609676-42615234	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB004608	Enhanced				Liver cancer:1.08e-8 (unfavourable), Renal cancer:6.48e-5 (unfavourable), Endometrial cancer:8.99e-4 (favourable)	Expressed in all	Tissue enriched	6	testis: 242.8	smooth muscle: 40.2	Expressed in all		
TXNRD1	GRIM-12, Trxr1, TXNR	ENSG00000198431	Thioredoxin reductase 1	12	104215779-104350305	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	HPA001395, CAB004607, CAB015834, HPA043871	Approved		Supported	Nucleus	Liver cancer:1.12e-5 (unfavourable), Renal cancer:1.20e-5 (unfavourable)	Expressed in all	Expressed in all			adrenal gland: 109.1	Expressed in all		
TYMS	HsT422, TMS, TS, Tsase	ENSG00000176890	Thymidylate synthetase	18	657604-673578	Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Evidence at protein level	CAB002784	Enhanced				Liver cancer:5.10e-6 (unfavourable)	Expressed in all	Mixed			testis: 59.1	Expressed in all		
TYR	OCA1, OCA1A, OCAIA	ENSG00000077498	Tyrosinase	11	89177452-89295759	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	CAB000079, HPA043241, HPA050889	Enhanced		Enhanced	Vesicles		Tissue enriched	Tissue enriched	33	skin: 29.8	breast: 0.9	Cell line enriched	1211	SK-MEL-30: 256.2
UGCG	GCS	ENSG00000148154	UDP-glucose ceramide glucosyltransferase	9	111896766-111935369	Enzymes, FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	HPA024124	Approved				Endometrial cancer:4.44e-5 (favourable), Cervical cancer:6.62e-4 (favourable)	Expressed in all	Expressed in all			adrenal gland: 84.1	Expressed in all		
VAMP1	SYB1, VAMP-1	ENSG00000139190	Vesicle associated membrane protein 1	12	6462237-6470987	FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	CAB002779, CAB016119, CAB079000	Approved	Approved			Renal cancer:1.04e-11 (unfavourable), Colorectal cancer:6.37e-5 (unfavourable), Liver cancer:6.97e-4 (unfavourable)	Expressed in all	Mixed			cerebral cortex: 43.5	Cell line enriched	5	U-698: 140.4
VAMP2	SYB2, VAMP-2	ENSG00000220205	Vesicle associated membrane protein 2	17	8159149-8163546	FDA approved drug targets, Predicted membrane proteins, Transporters	Evidence at protein level	CAB078785		Supported			Renal cancer:9.76e-8 (favourable), Pancreatic cancer:3.83e-6 (favourable), Endometrial cancer:1.08e-4 (favourable)	Expressed in all	Expressed in all			cerebral cortex: 483.5	Expressed in all		
VDR	NR1I1, PPP1R163	ENSG00000111424	Vitamin D (1,25- dihydroxyvitamin D3) receptor	12	47841537-47943048	Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors, Transporters	Evidence at protein level	CAB004617, HPA047740			Enhanced	Nucleoplasm	Renal cancer:4.89e-6 (favourable)	Expressed in all	Tissue enhanced		parathyroid gland: 175.9	small intestine: 57.9	Cell line enhanced		HDLM-2: 73.7;U-937: 60.2
VEGFA	VEGF, VEGF-A, VPF	ENSG00000112715	Vascular endothelial growth factor A	6	43770184-43786487	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level	CAB005429, CAB039240, HPA069116, CAB069907	Supported				Renal cancer:1.76e-5 (unfavourable), Liver cancer:2.34e-5 (unfavourable), Endometrial cancer:2.10e-4 (unfavourable), Urothelial cancer:2.73e-4 (favourable), Cervical cancer:4.50e-4 (unfavourable)	Expressed in all	Expressed in all			thyroid gland: 452.5	Expressed in all		
VEGFB	VEGFL, VRF	ENSG00000173511	Vascular endothelial growth factor B	11	64234538-64238793	Cancer-related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins	Evidence at protein level							Expressed in all	Expressed in all			adipose tissue: 195.0	Expressed in all		
VKORC1	VKCFD2	ENSG00000167397	Vitamin K epoxide reductase complex subunit 1	16	31090842-31095980	Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Evidence at protein level	HPA042720	Approved		Supported	Endoplasmic reticulum	Renal cancer:2.09e-10 (unfavourable)	Expressed in all	Expressed in all			liver: 141.4	Expressed in all		
VKORC1L1		ENSG00000196715	Vitamin K epoxide reductase complex subunit 1 like 1	7	65873267-65959563	Enzymes, FDA approved drug targets, Predicted membrane proteins	Evidence at protein level	HPA053954	Approved		Supported	Endoplasmic reticulum		Expressed in all	Expressed in all			adipose tissue: 57.5	Expressed in all		
VWF	F8VWF	ENSG00000110799	Von Willebrand factor	12	5948874-6124770	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	Evidence at protein level	CAB001694, HPA001815, HPA002082, CAB072874, CAB072875	Supported				Stomach cancer:2.31e-4 (unfavourable)	Expressed in all	Tissue enhanced		adipose tissue: 155.1	lung: 115.9	Cell line enriched	57	HUVEC TERT2: 468.1
